abv,icpsr,state,district,year,rep,dem,other,total
IN,22,INDIANA,8,1996,96624,99893,26182,222699
IN,22,INDIANA,9,1996,99915,101434,27591,228940
IN,22,INDIANA,10,1996,62469,90139,14705,167313
IA,31,IOWA,1,1996,92207,135839,23436,251482
IA,31,IOWA,2,1996,91155,129148,23653,243956
IA,31,IOWA,3,1996,95308,123246,25984,244538
IA,31,IOWA,4,1996,107359,127250,23083,257692
IA,31,IOWA,5,1996,106615,104775,25017,236407
KS,32,KANSAS,1,1996,167194,75820,27099,270113
KS,32,KANSAS,2,1996,125095,100090,30293,255478
KS,32,KANSAS,3,1996,144916,121172,21646,287734
KS,32,KANSAS,4,1996,146040,90577,24357,260974
KY,51,KENTUCKY,1,1996,96356,105150,23857,225363
KY,51,KENTUCKY,2,1996,113373,95193,23286,231852
KY,51,KENTUCKY,3,1996,102525,135312,18590,256427
KY,51,KENTUCKY,4,1996,115187,95070,22496,232753
KY,51,KENTUCKY,5,1996,87692,95633,19539,202864
KY,51,KENTUCKY,6,1996,108150,110256,21043,239449
LA,45,LOUISIANA,1,1996,152948,103113,19713,275774
LA,45,LOUISIANA,2,1996,40597,169602,7218,217417
LA,45,LOUISIANA,3,1996,96118,140032,23872,260022
LA,45,LOUISIANA,4,1996,92220,122776,19963,234959
LA,45,LOUISIANA,5,1996,104605,116082,24934,245621
LA,45,LOUISIANA,6,1996,118687,137988,21269,277944
LA,45,LOUISIANA,7,1996,103386,135627,26279,265292
ME,2,MAINE,1,1996,100851,165053,51217,317121
ME,2,MAINE,2,1996,85527,147735,55514,288776
MD,52,MARYLAND,1,1996,108474,98428,23084,229986
MD,52,MARYLAND,2,1996,119024,95115,24707,238846
MD,52,MARYLAND,3,1996,72181,123896,16051,212128
MD,52,MARYLAND,4,1996,30598,151951,7313,189862
MD,52,MARYLAND,5,1996,94342,117015,16011,227368
MD,52,MARYLAND,6,1996,129827,95502,23728,249057
MD,52,MARYLAND,7,1996,23757,127850,6826,158433
MD,52,MARYLAND,8,1996,103327,156450,15413,275190
MA,3,MASSACHUSETTS,1,1996,63993,151494,32719,248206
MA,3,MASSACHUSETTS,2,1996,66340,147651,27561,241552
MA,3,MASSACHUSETTS,3,1996,76413,154915,28437,259765
MA,3,MASSACHUSETTS,4,1996,69540,169073,26067,264680
MA,3,MASSACHUSETTS,5,1996,76610,143127,27875,247612
MA,3,MASSACHUSETTS,6,1996,86306,166037,30231,282574
MA,3,MASSACHUSETTS,7,1996,72807,171090,23596,267493
MA,3,MASSACHUSETTS,8,1996,31622,141982,11898,185502
MA,3,MASSACHUSETTS,9,1996,72614,156335,21974,250923
MA,3,MASSACHUSETTS,10,1996,101813,169805,31911,303529
MI,23,MICHIGAN,1,1996,107577,125135,33941,266653
MI,23,MICHIGAN,2,1996,133146,108427,25540,267113
MI,23,MICHIGAN,3,1996,135747,99647,19956,255350
MI,23,MICHIGAN,4,1996,103912,119427,31967,255306
MI,23,MICHIGAN,5,1996,86005,130061,29153,245219
MI,23,MICHIGAN,6,1996,99884,103330,22065,225279
MI,23,MICHIGAN,7,1996,99037,104692,26815,230544
MI,23,MICHIGAN,8,1996,109277,130353,27805,267435
MI,23,MICHIGAN,9,1996,90411,125080,24250,239741
MI,23,MICHIGAN,10,1996,100460,122033,30369,252862
MI,23,MICHIGAN,11,1996,131571,134344,23210,289125
MI,23,MICHIGAN,12,1996,91203,127708,23899,242810
MI,23,MICHIGAN,13,1996,76511,130559,20350,227420
MI,23,MICHIGAN,14,1996,20176,163629,6704,190509
MI,23,MICHIGAN,15,1996,18003,142536,5504,166043
MI,23,MICHIGAN,16,1996,78472,122723,26455,227650
MN,33,MINNESOTA,1,1996,97050,127730,39339,264119
MN,33,MINNESOTA,2,1996,105205,120652,41427,267284
MN,33,MINNESOTA,3,1996,125019,141109,40832,306960
MN,33,MINNESOTA,4,1996,77704,152555,31153,261412
MN,33,MINNESOTA,5,1996,62507,159018,28920,250445
MN,33,MINNESOTA,6,1996,107560,154333,42344,304237
MN,33,MINNESOTA,7,1996,103336,115996,37672,257004
MN,33,MINNESOTA,8,1996,88095,149045,44039,281179
MS,46,MISSISSIPPI,1,1996,90596,78824,17518,186938
MS,46,MISSISSIPPI,2,1996,58363,104725,7038,170126
MS,46,MISSISSIPPI,3,1996,107118,66011,10567,183696
MS,46,MISSISSIPPI,4,1996,86880,83425,10561,180866
MS,46,MISSISSIPPI,5,1996,96880,61035,14312,172227
MO,34,MISSOURI,1,1996,38561,144349,12108,195018
MO,34,MISSOURI,2,1996,138136,115386,26436,279958
MO,34,MISSOURI,3,1996,93134,116377,28998,238509
MO,34,MISSOURI,4,1996,111158,100159,31147,242464
MO,34,MISSOURI,5,1996,71231,127432,19867,218530
MO,34,MISSOURI,6,1996,105320,115417,31733,252470
MO,34,MISSOURI,7,1996,129249,93537,30319,253105
MO,34,MISSOURI,8,1996,96457,101339,27526,225322
MO,34,MISSOURI,9,1996,106770,111939,33980,252689
MT,64,MONTANA,1,1996,179652,167922,59509,407083
NE,35,NEBRASKA,1,1996,114560,87713,28057,230330
NE,35,NEBRASKA,2,1996,116892,84666,21102,222660
NE,35,NEBRASKA,3,1996,132015,64382,28028,224425
NV,65,NEVADA,1,1996,65984,91265,21751,179000
NV,65,NEVADA,2,1996,133260,112709,39310,285279
NH,4,NEW HAMPSHIRE,1,1996,101295,121602,27835,250732
NH,4,NEW HAMPSHIRE,2,1996,95191,124564,28567,248322
NJ,12,NEW JERSEY,1,1996,61379,132808,30136,224323
NJ,12,NEW JERSEY,2,1996,84100,117605,32040,233745
NJ,12,NEW JERSEY,3,1996,100849,133773,33036,267658
NJ,12,NEW JERSEY,4,1996,92445,127043,31613,251101
NJ,12,NEW JERSEY,5,1996,127415,115346,28046,270807
NJ,12,NEW JERSEY,6,1996,74600,122759,27451,224810
NJ,12,NEW JERSEY,7,1996,101647,130313,24946,256906
NJ,12,NEW JERSEY,8,1996,73994,125017,16478,215489
NJ,12,NEW JERSEY,9,1996,71678,138109,20324,230111
NJ,12,NEW JERSEY,10,1996,21649,135825,8596,166070
NJ,12,NEW JERSEY,11,1996,136025,116466,26428,278919
NJ,12,NEW JERSEY,12,1996,121837,140033,29999,291869
NJ,12,NEW JERSEY,13,1996,35482,117241,11336,164059
NM,66,NEW MEXICO,1,1996,84044,94334,16949,195327
NM,66,NEW MEXICO,2,1996,77369,80307,15229,172905
NM,66,NEW MEXICO,3,1996,71338,98854,17650,187842
NY,13,NEW YORK,1,1996,83956,118187,29829,231972
NY,13,NEW YORK,2,1996,68710,108598,23870,201178
NY,13,NEW YORK,3,1996,96255,136326,22779,255360
NY,13,NEW YORK,4,1996,84065,132140,17986,234191
NY,13,NEW YORK,5,1996,71659,132454,16947,221060
NY,13,NEW YORK,6,1996,15946,128071,6842,150859
NY,13,NEW YORK,7,1996,37230,99813,9663,146706
NY,13,NEW YORK,8,1996,30141,147864,11767,189772
NY,13,NEW YORK,9,1996,47498,113939,11501,172938
NY,13,NEW YORK,10,1996,9059,134057,5586,148702
NY,13,NEW YORK,11,1996,7832,116390,4379,128601
NY,13,NEW YORK,12,1996,10249,80852,4672,95773
NY,13,NEW YORK,13,1996,72233,92619,15322,180174
NY,13,NEW YORK,14,1996,46970,144885,14316,206171
NY,13,NEW YORK,15,1996,7658,135845,8505,152008
NY,13,NEW YORK,16,1996,4825,117624,3363,125812
NY,13,NEW YORK,17,1996,16117,126832,5866,148815
NY,13,NEW YORK,18,1996,73335,121676,14154,209165
NY,13,NEW YORK,19,1996,98502,116560,25606,240668
NY,13,NEW YORK,20,1996,89378,130458,22331,242167
NY,13,NEW YORK,21,1996,79804,151714,32462,263980
NY,13,NEW YORK,22,1996,105244,117779,39348,262371
NY,13,NEW YORK,23,1996,87809,102487,32786,223082
NY,13,NEW YORK,24,1996,72305,102009,32938,207252
NY,13,NEW YORK,25,1996,90753,121304,27629,239686
NY,13,NEW YORK,26,1996,82419,121168,32391,235978
NY,13,NEW YORK,27,1996,112109,112453,33134,257696
NY,13,NEW YORK,28,1996,88279,136427,22237,246943
NY,13,NEW YORK,29,1996,82823,120808,31998,235629
NY,13,NEW YORK,30,1996,69388,137095,32494,238977
NY,13,NEW YORK,31,1996,91208,98264,33758,223230
NC,47,NORTH CAROLINA,1,1996,51766,105487,8742,165995
NC,47,NORTH CAROLINA,2,1996,111502,90701,13465,215668
NC,47,NORTH CAROLINA,3,1996,100862,74760,12973,188595
NC,47,NORTH CAROLINA,4,1996,130659,141076,17657,289392
NC,47,NORTH CAROLINA,5,1996,106865,86896,16466,210227
NC,47,NORTH CAROLINA,6,1996,134393,75053,19495,228941
NC,47,NORTH CAROLINA,7,1996,79843,71849,12710,164402
NC,47,NORTH CAROLINA,8,1996,91316,80557,15325,187198
NC,47,NORTH CAROLINA,9,1996,130152,88996,15102,234250
NC,47,NORTH CAROLINA,10,1996,136759,71027,18949,226735
NC,47,NORTH CAROLINA,11,1996,106511,96926,22180,225617
NC,47,NORTH CAROLINA,12,1996,45348,124533,8968,178849
ND,36,NORTH DAKOTA,1,1996,125050,106905,34456,266411
OH,24,OHIO,1,1996,96352,110666,15121,222139
OH,24,OHIO,2,1996,155859,91432,22707,269998
OH,24,OHIO,3,1996,94999,115165,19974,230138
OH,24,OHIO,4,1996,117491,88089,30194,235774
OH,24,OHIO,5,1996,107909,102296,34471,244676
OH,24,OHIO,6,1996,99309,105482,31106,235897
OH,24,OHIO,7,1996,115697,100475,27653,243825
OH,24,OHIO,8,1996,125201,88930,28220,242351
OH,24,OHIO,9,1996,76532,125976,24810,227318
OH,24,OHIO,10,1996,82815,118165,29373,230353
OH,24,OHIO,11,1996,29060,154612,11647,195319
OH,24,OHIO,12,1996,113804,118352,18678,250834
OH,24,OHIO,13,1996,98272,116305,37753,252330
OH,24,OHIO,14,1996,76354,121987,32559,230900
OH,24,OHIO,15,1996,114367,105796,19713,239876
OH,24,OHIO,16,1996,99395,100880,35699,235974
OH,24,OHIO,17,1996,67977,142949,33684,244610
OH,24,OHIO,18,1996,86254,112757,38579,237590
OH,24,OHIO,19,1996,102239,127913,34390,264542
OK,53,OKLAHOMA,1,1996,115997,79518,20100,215615
OK,53,OKLAHOMA,2,1996,81604,97343,26669,205616
OK,53,OKLAHOMA,3,1996,77287,92007,25489,194783
OK,53,OKLAHOMA,4,1996,92011,75291,21388,188690
OK,53,OKLAHOMA,5,1996,128746,68163,21746,218655
OK,53,OKLAHOMA,6,1996,86670,75783,20901,183354
OR,72,OREGON,1,1996,112152,145540,35201,292893
OR,72,OREGON,2,1996,130406,103116,39634,273156
OR,72,OREGON,3,1996,72121,147066,37394,256581
OR,72,OREGON,4,1996,108782,122392,42041,273215
OR,72,OREGON,5,1996,114691,131527,35697,281915
PA,14,PENNSYLVANIA,1,1996,21828,148833,9271,179932
PA,14,PENNSYLVANIA,2,1996,20659,173709,7866,202234
PA,14,PENNSYLVANIA,3,1996,51763,114664,21746,188173
PA,14,PENNSYLVANIA,4,1996,96495,107000,25003,228498
PA,14,PENNSYLVANIA,5,1996,91602,79986,27525,199113
PA,14,PENNSYLVANIA,6,1996,89679,83762,27510,200951
PA,14,PENNSYLVANIA,7,1996,112412,116638,27983,257033
PA,14,PENNSYLVANIA,8,1996,99442,107483,30339,237264
PA,14,PENNSYLVANIA,9,1996,102831,70189,22535,195555
PA,14,PENNSYLVANIA,10,1996,91613,95696,26729,214038
PA,14,PENNSYLVANIA,11,1996,76952,97377,27026,201355
PA,14,PENNSYLVANIA,12,1996,81106,93515,27460,202081
PA,14,PENNSYLVANIA,13,1996,103445,125348,24099,252892
PA,14,PENNSYLVANIA,14,1996,70450,126687,19105,216242
PA,14,PENNSYLVANIA,15,1996,85719,96364,25253,207336
PA,14,PENNSYLVANIA,16,1996,114148,80459,20944,215551
PA,14,PENNSYLVANIA,17,1996,116456,81189,19861,217506
PA,14,PENNSYLVANIA,18,1996,89563,119926,22892,232381
PA,14,PENNSYLVANIA,19,1996,112205,81301,21354,214860
PA,14,PENNSYLVANIA,20,1996,85022,109281,25270,219573
PA,14,PENNSYLVANIA,21,1996,87431,106063,24495,217989
RI,5,RHODE ISLAND,1,1996,49031,115039,24390,188460
RI,5,RHODE ISLAND,2,1996,55652,118012,28124,201788
SC,48,SOUTH CAROLINA,1,1996,107330,71958,12925,192213
SC,48,SOUTH CAROLINA,2,1996,117914,89629,12333,219876
SC,48,SOUTH CAROLINA,3,1996,99859,71855,14186,185900
SC,48,SOUTH CAROLINA,4,1996,111706,74174,12907,198787
SC,48,SOUTH CAROLINA,5,1996,83243,82386,12808,178437
SC,48,SOUTH CAROLINA,6,1996,53411,116283,6781,176475
SD,37,SOUTH DAKOTA,1,1996,150543,139333,33950,323826
TN,54,TENNESSEE,1,1996,107645,73635,16304,197584
TN,54,TENNESSEE,2,1996,114130,93722,14657,222509
TN,54,TENNESSEE,3,1996,97124,94883,15523,207530
TN,54,TENNESSEE,4,1996,89951,92137,16375,198463
TN,54,TENNESSEE,5,1996,81982,116609,11854,210445
TN,54,TENNESSEE,6,1996,112611,107994,17361,237966
TN,54,TENNESSEE,7,1996,124737,94349,12389,231475
TN,54,TENNESSEE,8,1996,85297,98867,11794,195958
TN,54,TENNESSEE,9,1996,50053,136950,5171,192174
TX,49,TEXAS,1,1996,94296,91476,17952,203724
TX,49,TEXAS,2,1996,89933,90543,20179,200655
TX,49,TEXAS,3,1996,132956,72128,19189,224273
TX,49,TEXAS,4,1996,117915,73934,19766,211615
TX,49,TEXAS,5,1996,77250,79050,14248,170548
TX,49,TEXAS,6,1996,146231,79877,18917,245025
TX,49,TEXAS,7,1996,145637,61834,11706,219177
TX,49,TEXAS,8,1996,155351,61850,16327,233528
TX,49,TEXAS,9,1996,89942,97268,15288,202498
TX,49,TEXAS,10,1996,93219,126855,18162,238236
TX,49,TEXAS,11,1996,88418,74061,15523,178002
TX,49,TEXAS,12,1996,77839,79447,14940,172226
TX,49,TEXAS,13,1996,92806,69157,15028,176991
TX,49,TEXAS,14,1996,100297,84374,17310,201981
TX,49,TEXAS,15,1996,49461,86538,7813,143812
TX,49,TEXAS,16,1996,40983,80475,7039,128497
TX,49,TEXAS,17,1996,98802,76074,20087,194963
TX,49,TEXAS,18,1996,37280,116059,6512,159851
TX,49,TEXAS,19,1996,133391,51993,13604,198988
TX,49,TEXAS,20,1996,48485,82892,8342,139719
TX,49,TEXAS,21,1996,174076,81943,20850,276869
TX,49,TEXAS,22,1996,119341,79683,13350,212374
TX,49,TEXAS,23,1996,73297,83972,10575,167844
TX,49,TEXAS,24,1996,59125,80626,11505,151256
TX,49,TEXAS,25,1996,70344,81482,9337,161163
TX,49,TEXAS,26,1996,153692,73676,19429,246797
TX,49,TEXAS,27,1996,57669,87679,9142,154490
TX,49,TEXAS,28,1996,47341,93136,9283,149760
TX,49,TEXAS,29,1996,35809,65794,7008,108611
TX,49,TEXAS,30,1996,34820,95715,7363,137898
UT,67,UTAH,1,1996,129273,64104,27443,220820
UT,67,UTAH,2,1996,111366,96336,28815,236517
UT,67,UTAH,3,1996,121272,61193,25827,208292
VT,6,VERMONT,1,1996,80352,137894,40203,258449
VA,40,VIRGINIA,1,1996,125080,95853,19940,240873
VA,40,VIRGINIA,2,1996,77943,71683,12877,162503
VA,40,VIRGINIA,3,1996,36099,117357,9430,162886
VA,40,VIRGINIA,4,1996,103368,101686,18108,223162
VA,40,VIRGINIA,5,1996,105760,94091,21010,220861
VA,40,VIRGINIA,6,1996,108757,87883,19587,216227
VA,40,VIRGINIA,7,1996,155466,93025,18814,267305
VA,40,VIRGINIA,8,1996,95839,130177,11663,237679
VA,40,VIRGINIA,9,1996,85531,91469,23706,200706
VA,40,VIRGINIA,10,1996,140684,99510,19388,259582
VA,40,VIRGINIA,11,1996,105258,109377,12961,227596
WA,73,WASHINGTON,1,1996,103002,140182,32980,276164
WA,73,WASHINGTON,2,1996,103901,123729,37787,265417
WA,73,WASHINGTON,3,1996,98024,124954,34272,257250
WA,73,WASHINGTON,4,1996,101963,84157,25376,211496
WA,73,WASHINGTON,5,1996,102384,104052,32077,238513
WA,73,WASHINGTON,6,1996,87910,122245,32256,242411
WA,73,WASHINGTON,7,1996,53437,182671,27597,263705
WA,73,WASHINGTON,8,1996,112457,130469,37629,280555
WA,73,WASHINGTON,9,1996,77634,110864,29828,218326
WV,56,WEST VIRGINIA,1,1996,83306,107835,30037,221178
WV,56,WEST VIRGINIA,2,1996,88930,108503,24426,221859
WV,56,WEST VIRGINIA,3,1996,61710,111474,20238,193422
WI,25,WISCONSIN,1,1996,88560,117267,30279,236106
WI,25,WISCONSIN,2,1996,88140,146913,34468,269521
WI,25,WISCONSIN,3,1996,82682,120722,38640,242044
WI,25,WISCONSIN,4,1996,93996,115646,27017,236659
WI,25,WISCONSIN,5,1996,58259,125747,15090,199096
WI,25,WISCONSIN,6,1996,99926,108317,32843,241086
WI,25,WISCONSIN,7,1996,86370,119979,39557,245906
WI,25,WISCONSIN,8,1996,105120,116060,32384,253564
WI,25,WISCONSIN,9,1996,141976,101320,28892,272188
WY,68,WYOMING,1,1996,105388,77934,28249,211571
AL,41,ALABAMA,1,2000,138938,86142,4798,229878
AL,41,ALABAMA,2,2000,137168,84435,3061,224664
AL,41,ALABAMA,3,2000,112320,101431,3769,217520
AL,41,ALABAMA,4,2000,141285,87062,4240,232587
AL,41,ALABAMA,5,2000,131608,106685,5241,243534
AL,41,ALABAMA,6,2000,200818,67975,3997,272790
AL,41,ALABAMA,7,2000,78670,158580,1827,239077
AK,81,ALASKA,1,2000,167398,79004,38090,284492
AZ,61,ARIZONA,1,2000,102068,91920,7931,201919
AZ,61,ARIZONA,2,2000,119386,86251,5760,211397
AZ,61,ARIZONA,3,2000,114259,89308,6140,209707
AZ,61,ARIZONA,4,2000,31542,57198,2598,91338
AZ,61,ARIZONA,5,2000,121462,97604,7635,226701
AZ,61,ARIZONA,6,2000,118278,72093,3942,194313
AZ,61,ARIZONA,7,2000,49343,74176,5271,128790
AZ,61,ARIZONA,8,2000,123585,114055,10814,248454
AR,42,ARKANSAS,1,2000,105547,109160,5482,220189
AR,42,ARKANSAS,2,2000,116075,112720,6817,235612
AR,42,ARKANSAS,3,2000,138977,86739,7691,233407
AR,42,ARKANSAS,4,2000,112341,114149,6083,232573
CA,71,CALIFORNIA,1,2000,98506,131376,24220,254102
CA,71,CALIFORNIA,2,2000,150196,81861,13609,245666
CA,71,CALIFORNIA,3,2000,142946,107690,9820,260456
CA,71,CALIFORNIA,4,2000,172169,104437,15633,292239
CA,71,CALIFORNIA,5,2000,66011,113987,9239,189237
CA,71,CALIFORNIA,6,2000,87082,178746,21514,287342
CA,71,CALIFORNIA,7,2000,64477,139421,6824,210722
CA,71,CALIFORNIA,8,2000,37737,196878,20869,255484
CA,71,CALIFORNIA,9,2000,31464,184030,18868,234362
CA,71,CALIFORNIA,10,2000,109149,145996,9273,264418
CA,71,CALIFORNIA,11,2000,125876,106354,5882,238112
CA,71,CALIFORNIA,12,2000,70468,164490,11103,246061
CA,71,CALIFORNIA,13,2000,55803,126477,6472,188752
CA,71,CALIFORNIA,14,2000,84637,155165,12451,252253
CA,71,CALIFORNIA,15,2000,74974,124880,7108,206962
CA,71,CALIFORNIA,16,2000,57160,109632,4832,171624
CA,71,CALIFORNIA,17,2000,68717,124580,14819,208116
CA,71,CALIFORNIA,18,2000,65105,77908,3690,146703
CA,71,CALIFORNIA,19,2000,125465,84559,6823,216847
CA,71,CALIFORNIA,20,2000,46058,57790,1844,105692
CA,71,CALIFORNIA,21,2000,107645,65268,5120,178033
CA,71,CALIFORNIA,22,2000,141156,73338,5043,219537
CA,71,CALIFORNIA,23,2000,90550,119795,13574,223919
CA,71,CALIFORNIA,24,2000,140755,112436,9220,262411
CA,71,CALIFORNIA,25,2000,108627,81893,5055,195575
CA,71,CALIFORNIA,26,2000,127468,105023,7044,239535
CA,71,CALIFORNIA,27,2000,70557,117120,6568,194245
CA,71,CALIFORNIA,28,2000,36762,112332,5021,154115
CA,71,CALIFORNIA,29,2000,79210,119396,7671,206277
CA,71,CALIFORNIA,30,2000,81336,199282,11464,292082
CA,71,CALIFORNIA,31,2000,19400,79560,4156,103116
CA,71,CALIFORNIA,32,2000,45018,96217,3057,144292
CA,71,CALIFORNIA,33,2000,24214,148978,6067,179259
CA,71,CALIFORNIA,34,2000,27384,76876,1901,106161
CA,71,CALIFORNIA,35,2000,24495,118450,2262,145207
CA,71,CALIFORNIA,36,2000,88619,130752,9423,228794
CA,71,CALIFORNIA,37,2000,31832,112235,3712,147779
CA,71,CALIFORNIA,38,2000,41706,104612,2929,149247
CA,71,CALIFORNIA,39,2000,56067,98478,3390,157935
CA,71,CALIFORNIA,40,2000,119443,86460,5886,211789
CA,71,CALIFORNIA,41,2000,114498,83584,5116,203198
CA,71,CALIFORNIA,42,2000,139655,92169,5157,236981
CA,71,CALIFORNIA,43,2000,41272,76710,2293,120275
CA,71,CALIFORNIA,44,2000,101897,84048,5143,191088
CA,71,CALIFORNIA,45,2000,93802,85427,4029,183258
CA,71,CALIFORNIA,46,2000,145729,110984,9413,266126
CA,71,CALIFORNIA,47,2000,43752,59515,2257,105524
CA,71,CALIFORNIA,48,2000,156340,106809,7421,270570
CA,71,CALIFORNIA,49,2000,114193,75561,5217,194971
CA,71,CALIFORNIA,50,2000,136311,107436,8996,252743
CA,71,CALIFORNIA,51,2000,61008,85561,3819,150388
CA,71,CALIFORNIA,52,2000,143081,98633,7833,249547
CA,71,CALIFORNIA,53,2000,74526,114435,9944,198905
CO,62,COLORADO,1,2000,72455,134187,14430,221072
CO,62,COLORADO,2,2000,103518,126607,13107,243232
CO,62,COLORADO,3,2000,140191,102100,19585,261876
CO,62,COLORADO,4,2000,145056,92602,16271,253929
CO,62,COLORADO,5,2000,151751,74940,13116,239807
CO,62,COLORADO,6,2000,169205,104126,7580,280911
CO,62,COLORADO,7,2000,101632,103592,2783,208007
CT,1,CONNECTICUT,1,2000,96411,178977,13731,289119
CT,1,CONNECTICUT,2,2000,119184,162762,19587,301533
CT,1,CONNECTICUT,3,2000,96446,168196,15455,280097
CT,1,CONNECTICUT,4,2000,120140,148022,10219,278381
CT,1,CONNECTICUT,5,2000,121424,146599,13887,281910
DE,11,DELAWARE,1,2000,137288,180068,10173,327529
FL,43,FLORIDA,1,2000,173896,78469,0,252365
FL,43,FLORIDA,2,2000,132275,118758,0,251033
FL,43,FLORIDA,3,2000,59144,110501,0,169645
FL,43,FLORIDA,4,2000,154615,80227,0,234842
FL,43,FLORIDA,5,2000,147231,124982,0,272213
FL,43,FLORIDA,6,2000,142489,102179,0,244668
FL,43,FLORIDA,7,2000,143672,122818,0,266490
FL,43,FLORIDA,8,2000,119139,102538,0,221677
FL,43,FLORIDA,9,2000,146735,124242,0,270977
FL,43,FLORIDA,10,2000,133004,137286,0,270290
FL,43,FLORIDA,11,2000,77367,120926,0,198293
FL,43,FLORIDA,12,2000,121083,99826,0,220909
FL,43,FLORIDA,13,2000,152725,127751,0,280476
FL,43,FLORIDA,14,2000,163750,103118,0,266868
FL,43,FLORIDA,15,2000,141242,121611,0,262853
FL,43,FLORIDA,16,2000,141029,124752,0,265781
FL,43,FLORIDA,17,2000,26081,145341,0,171422
FL,43,FLORIDA,18,2000,109596,83524,0,193120
FL,43,FLORIDA,19,2000,71544,191382,0,262926
FL,43,FLORIDA,20,2000,72553,161154,0,233707
FL,43,FLORIDA,21,2000,104888,76322,0,181210
FL,43,FLORIDA,22,2000,123302,135868,0,259170
FL,43,FLORIDA,23,2000,33034,130518,0,163552
FL,43,FLORIDA,24,2000,133531,116502,0,250033
FL,43,FLORIDA,25,2000,88308,72050,0,160358
GA,44,GEORGIA,1,2000,119133,65744,1524,186401
GA,44,GEORGIA,2,2000,84854,81684,1160,167698
GA,44,GEORGIA,3,2000,98100,89374,1766,189240
GA,44,GEORGIA,4,2000,58338,140767,4107,203212
GA,44,GEORGIA,5,2000,55605,136606,3232,195443
GA,44,GEORGIA,6,2000,174414,77646,6303,258363
GA,44,GEORGIA,7,2000,154575,60082,6694,221351
GA,44,GEORGIA,8,2000,157703,67192,4098,228993
GA,44,GEORGIA,9,2000,141065,67451,4025,212541
GA,44,GEORGIA,10,2000,134619,54633,4614,193866
GA,44,GEORGIA,11,2000,93359,85542,2632,181533
GA,44,GEORGIA,12,2000,80665,95845,2636,179146
GA,44,GEORGIA,13,2000,66576,91895,3392,161863
HI,82,HAWAII,1,2000,70674,100403,10211,181288
HI,82,HAWAII,2,2000,67118,104830,14577,186525
ID,63,IDAHO,1,2000,171364,70523,11983,253870
ID,63,IDAHO,2,2000,165559,68055,12319,245933
IL,21,ILLINOIS,1,2000,39400,213244,2097,254741
IL,21,ILLINOIS,2,2000,41005,204372,2455,247832
IL,21,ILLINOIS,3,2000,91471,131650,4913,228034
IL,21,ILLINOIS,4,2000,23809,93266,317,117392
IL,21,ILLINOIS,5,2000,73793,143106,885,217784
IL,21,ILLINOIS,6,2000,126254,103616,6945,236815
IL,21,ILLINOIS,7,2000,38196,199064,1985,239245
IL,21,ILLINOIS,8,2000,131967,98664,6954,237585
IL,21,ILLINOIS,9,2000,71064,155529,4331,230924
IL,21,ILLINOIS,10,2000,123982,134149,6097,264228
IL,21,ILLINOIS,11,2000,128280,122979,7269,258528
IL,21,ILLINOIS,12,2000,116724,144548,7634,268906
IL,21,ILLINOIS,13,2000,148621,113450,7166,269237
IL,21,ILLINOIS,14,2000,129745,101369,7428,238542
IL,21,ILLINOIS,15,2000,148176,116436,9616,274228
IL,21,ILLINOIS,16,2000,141878,113020,8163,263061
IL,21,ILLINOIS,17,2000,119563,146548,7807,273918
IL,21,ILLINOIS,18,2000,159475,128411,7464,295350
IL,21,ILLINOIS,19,2000,164541,121210,7621,293372
IN,22,INDIANA,1,2000,104917,141163,4759,250839
IN,22,INDIANA,2,2000,128803,107344,5276,241423
IN,22,INDIANA,3,2000,147106,73775,3682,224563
IN,22,INDIANA,4,2000,156747,74660,5739,237146
IN,22,INDIANA,5,2000,187489,80945,5110,273544
IN,22,INDIANA,6,2000,148415,100231,5090,253736
IN,22,INDIANA,7,2000,84362,109800,3795,197957
IN,22,INDIANA,8,2000,144848,106850,4808,256506
IN,22,INDIANA,9,2000,142694,106417,4288,253399
IA,31,IOWA,1,2000,116588,135856,7737,260181
